input:,course,feeling,wordlimit,output:
請生成管理學課程的正面心得並限制在116字內,管理學,正面,116,可以學到管理概論、組織文化與環境、規劃，決策與策略、組織創新，設計與變革、激勵與領導、團隊管理與溝通，學到的這些其實對做報告上是有幫助的，會知道該如何和同組成員溝通、分配工作、討論，又或是如果在一起做報告的時候出現衝突，該如何解決。
請生成日語（一）課程的正面心得並限制在81字內,日語（一）,正面,81,至少在上完這堂課後，日常中看的一些日文字都有辦法唸出來，甚至推敲出意思，雖然還不至於能對話，但對後面的課程都很有幫助，也能做一些簡單的自我介紹、和他人打招呼等等。
請生成經典導讀課程的正面心得並限制在91字內,經典導讀,正面,91,這堂課，非常好過，老實說我沒有特別印象了，還是大四時修的居然完全沒印象，我想可能是我很少去上課，但老師還是讓我過了，真的太謝謝老師了！然後期末有上傳老子道德經期末書面報告就可以過了吧
請生成輕鬆優雅學易經：中華第一奇典入門課程的正面心得並限制在85字內,輕鬆優雅學易經：中華第一奇典入門,正面,85,其實蠻好玩的，如果是缺經典的畢業門檻學分可以選，老師不太會管，考試也算簡單(講清楚一點就是看卦象然後用自己的理解編故事)，准不准其實沒差，就只是一種不同角度看事情的選擇。
請生成日語溝通技巧課程的正面心得並限制在88字內,日語溝通技巧,正面,88,上課過程很輕鬆！每堂課都能學到與時事貼近的日語單字！老師很親切，上課以日語為主要語言，偶爾會使用英語，是很有趣的老師。不論是期中考、期末考、小考，測驗方式都不會讓人感覺壓力大！
請生成老人福祉科技概論課程的正面心得並限制在91字內,老人福祉科技概論,正面,91,課程目標在介紹老人福祉科技的基礎與實際應用，深入思考相關產品與服務設計。藉由老師出給我們的報告和上課，我們可以更了解有關老人在日常生活中缺乏哪些工具，我們可以用科技解決老人的不方便。
請生成設計電腦繪圖（二）課程的正面心得並限制在142字內,設計電腦繪圖（二）,正面,142,我是轉學生，是跟一些過去被當掉或是沒修課完成的學長姐一起修課，這堂課有點像重修班，老師不會太嚴苛，課程中也不會太難，但還是要去上課才會跟上，也在課程中認識不同年級的學長姐，收穫滿滿～ 如果對設計有興趣的真的可以學到這堂，以後想走藝術的也別畏懼，未來在畫自己展場設計圖申請補助很有效喔！
請生成性別教育課程的正面心得並限制在110字內,性別教育,正面,110,以人類發展為主軸，從生理、社會、歷史、哲學、人類學與心理學的角度探討和學習者生活相關的性別議題。老師的ppt會連接到21本有關性別議題的書，如果認真上的話是可以學到東西的。每堂課都會有個主題，寫下自己的想法，當作簽到單。
請生成生死學概論課程的正面心得並限制在92字內,生死學概論,正面,92,就很涼的一門課，老師很常穿道袍感覺整個人就很仙氣飄飄，蠻酷的一個老師，人也很佛系，上課不太會管，因為第二堂課才會點名，也不會記學生，作業有交(都很簡單)然後點名不要缺太多基本上爽爽過~
請生成食品安全與生物技術課程的正面心得並限制在88字內,食品安全與生物技術,正面,88,學習生物科技與食安問題讓我更深入瞭解基因改良、基因實驗還有食品安全問題。 同時，也讓我更會考慮到相應的倫理跟注意看食品標示，這擴展了我對食品科學的認識，使我更具觀察與思考能力。
請生成匹克球課程的正面心得並限制在106字內,匹克球,正面,106,其實只要有到課及練習都會上手很快。課程內容跟網球相似，都是練習運球、正手及反手。練習完就是自由時間，要坐在旁邊休息或跟朋友打比賽都可。老師人很好，時常保持微笑，讓人覺得親切。要打球也可以跟老師打，老師會糾正動作。
請生成新興市場議題課程的正面心得並限制在90字內,新興市場議題,正面,90,這堂課最主要讓我了解到東南亞許多國家跟我們想像的都不同，甚至於比我想像進步的多，不管對於個人還是職涯來說都開啟很多想像的空間。最喜歡的是每一個國家講者的分享，每個人的故事都很精彩。
請生成影片中學英語課程的正面心得並限制在180字內,影片中學英語,正面,180,這堂課上我學習到了主要是英語的聽力與日常會話的常用詞句，相較於大一所學習到的比較正式的單詞與文法，影片中英文會話常常帶有文化色彩與地方特色，一些不常聽見的俚語或流行用語，以及不同族群所發展出來的口音，讓我覺得很新奇，並且還有一個正向的bonus，即是看了老師提供的影片(常為影集)，會很想要自己去找同系列的其他集數來看，算是另類地激發自己學習英文的一個動力吧。
請生成企業倫理與社會責任課程的正面心得並限制在94字內,企業倫理與社會責任,正面,94,上課是以分組坐，並且每次上課都會讓我們分組討論一些跟企業倫理道德相關的東西或是玩桌遊來讓我們更了解相關的知識運用。幾乎每週都有分組的討論作業，需要做成簡單的ppt，並且在下週只抽3組報告。
請生成線性代數課程的正面心得並限制在81字內,線性代數,正面,81,老師人很好！雖然上課的時候要跟著寫很多筆記，但有認真寫的話可以加分（字寫漂亮一點會高一點的樣子）。考試前老師也會先跟大家說大概要考的範圍，有認真讀一定可以拿高分。
請生成公司理財課程的正面心得並限制在194字內,公司理財,正面,194,這堂課並不輕鬆，但老師認真，期中期末考並不容易，期末還有英文填空(克漏字測驗)，期中有解釋名詞，雖然考試分數不會太高，班平均通常都不及格，尤其期末通常都蠻慘的，但老師學期成績調分幅度大，我估計我至少被調了20分，想要學期成績被調更多分，她上課問的問題要多舉手回答，老師問問題都會說Who can tell me ... ? 整體來說是堂不錯的課，如果想要學東西的話，但想來混的會蠻痛苦的。
請生成繪本賞析課程的正面心得並限制在80字內,繪本賞析,正面,80,上這門課放鬆了兩堂課也認識很多繪本，平常也不會接觸到繪本，有回到童年的感覺，要交朋友也可以去會分組，整體來說是一堂不錯的課可以選喔！！！！！！！！！！！！！！！
請生成微積分概論課程的正面心得並限制在92字內,微積分概論,正面,92,雖然我沒有很認真，但我還是拿到很高分，因為我有好好在課後複習，如果有問題可以在當場舉手問老師，老師人很好，我也因此不會有很大的壓力，總得來說這堂課過不了是你自己沒用心，不然就是沒救了。
請生成物理實驗課程的正面心得並限制在90字內,物理實驗,正面,90,我上了3次 示波器量測、三用電表、電源供應器很熟 基本上希望同學也要會 但同學大部分還是不會用示波器 然後實驗真的很麻煩 這會是你在大學必修實驗中 最麻煩的一堂課 後面不會這麼痛苦
請生成創意城市課程的正面心得並限制在240字內,創意城市,正面,240,我覺得就這門課來說實際上來說我並沒有太學到很多，上課相較上創意城市更像在上地理課，就不同國家城市進行介紹。評分標準自己是覺得沒有很明確，如果重來一次，我應該是不會修的。期中報告找創意的地方，我也是覺得創意這種東西是很主觀的，可能你覺得創意別人不覺得。期末的話，一開始老師並沒有幫我分到組，是寫信跟老師講才幫我分到的，所以其實感受不是很好。但是我知道老師人還是不錯的，如果有問題可以問她或者害羞可以寫信問她，並且她也鼓勵英文程度不好的同學發言。 補:我最終成績為87分(7/18)。
請生成組織理論與行為課程的正面心得並限制在80字內,組織理論與行為,正面,80,好像沒有特別學到什麼，但就每個禮拜去聽他搞笑，然後跟旁邊的聊天。考前認真的把小考題目背起來，考試要小心他故意拼錯字的選項不要選到。坐第一排都會被他逼著跟他聊天。
請生成法學緒論課程的正面心得並限制在84字內,法學緒論,正面,84,只要對法律有興趣、上課願意聽、回家也願意讀指定用書，我覺得是能考很好的（但蠻多人成績不理想，所以想修的要三思），總而言之這堂課開啟了我對法律的興趣，所以我自己是很滿意。
請生成衍生性金融商品課程的正面心得並限制在83字內,衍生性金融商品,正面,83,對衍生性金融商品有了基礎的認識，會計算期貨等產品的價格，因為是全英文上課，感覺自己英文在與衍生性金融商品相關的東西上有所提升，也認識了一群金融相關知識非常強的同學們。
請生成資訊社會下個人資料保護法課程的正面心得並限制在101字內,資訊社會下個人資料保護法,正面,101,老師上課時內容講得有趣生動，會提很多案例幫助理解，還會比較各國法律規範的不同。考試不會太難，唯一就是要背法條有點麻煩，但因為個資法法條也不多其實也還可以。老師講得蠻詳細的，如果對個資法有興趣的人可以選！
請生成計算機圖學課程的正面心得並限制在107字內,計算機圖學,正面,107,能夠學到很多C++的知識 因為大一學的幾乎都忘光光了 然後會學到一些電腦圖學的相關知識 你會對電腦圖學的一些圖像生成有更多的了解 也會對電腦系統處理圖學的一些流程更佳的清楚 更重要的是你會知道如何自己去編寫一個程式
請生成管理與美好人生課程的正面心得並限制在159字內,管理與美好人生,正面,159,得到心靈的一些開拓 算是在不同的領域主題中找尋到一絲自我 像是於職涯的方面上 老師便有叫我們測問卷 此部分有讓我檢視到自己的能力以及反思自己的不足 印象深刻的老師說了一句 「不要同時做很多事情，專注於一件即可」 有時候我們會想考多益 考研 考證照 把自己逼到絕境 然其實可以分階段 以更有效率地做好每個點該做的事會更好
請生成運算思維與程式設計課程的正面心得並限制在81字內,運算思維與程式設計,正面,81,這堂課基本上不看出席，如果是有程式基礎的人可以不用來，老師會把課程大綱以及每個禮拜的投影片放在網址上，但是不太清楚老師的評分標準，是一堂輕鬆但分數普通的通識課程。
請生成文學概論課程的正面心得並限制在85字內,文學概論,正面,85,考試都是補充講義和課本內容，考前一兩天把專有名詞被精熟，基本上不會被當，上課真的很輕鬆，老師偶爾會分享一些故事和生命經驗蠻有趣的，但課本內容真的很無聊抽象，有興趣可以選。
請生成社會學課程的正面心得並限制在120字內,社會學,正面,120,這堂課小考分數佔了80%，總體而言挺輕鬆的，只要每個禮拜上課前看過考試範圍（兩單元），小考就不會太難，老師都是一上課就會開kahoot考試，不能遲到太久不然會考不到。 而且老師人超好的也很有趣，最後一堂課結束後他還邀請學生一起去喝咖啡聊天。
請生成商事法課程的正面心得並限制在86字內,商事法,正面,86,老師上課講的很好，也有自己的ppt，第一次碰法律的人也不會太有負擔，老師期中考與期末考前一堂課結束的時候，都會幫我們複習考試範圍，他會把會考的地方點出來，所以考試不會很難。
請生成民法概要課程的正面心得並限制在91字內,民法概要,正面,91,老師會用自己的簡報上課，簡報裡面很豐富，會塞滿案例跟法條，這個老師真的非常有趣，而且人也很好，點名通常會提前告知，期中期末也是考課本裡面的例題，期末還大放送，期末考可以看老師的簡報。
請生成世界通史一（上古-近古）課程的正面心得並限制在83字內,世界通史一（上古-近古）,正面,83,可以加強英文閱讀能力，從教科書可以得知目前史學家對某一段歷史的詮釋，並且學習與其他人團隊合作。這一學期主要有五個主題：人類古文明、印度古文明、希臘文明、羅馬、美洲文明
請生成中國通史課程的正面心得並限制在91字內,中國通史,正面,91,這門課的上學期教了中國近代史家學派、史前至東漢，期中考與期末考大都是國史大綱的內容以及上課補充的學者的論點，另外一本的中國通史作為小考使用，主要用意為是否有另外花費時間讀課程相關書籍
請生成臺灣通史（一）課程的正面心得並限制在92字內,臺灣通史（一）,正面,92,這門課可以學習到老師特殊的史觀，經過多次摘要作業後，可以具備基本的掌握期刊重點，期刊想要傳達的意涵，對想要具備史學功力的人是個基礎課程，另外可以在課堂上跟老師有更多的互動，讓老師記住你
請生成繪畫藝術與科學方法課程的正面心得並限制在98字內,繪畫藝術與科學方法,正面,98,這堂課非常的輕鬆，只要期中期末前去拿畫圖紙，老師會在數位學苑上傳教學影片，看著影片著色就好，老師也會在數位學院公布期中期末繳交時間，整學期只要交兩張畫就好了，非常輕鬆，如果十張全交總成績會加五分。
請生成精神醫學與現代生活課程的正面心得並限制在125字內,精神醫學與現代生活,正面,125,每堂課都會請不一樣的老師來上課，在醫院裡不同領域的醫師或護理師，認真聽課可以學到很多知識，期中期末考有一定的難度，很多問題都考很細，但總成績有一半在出席以及平時分數上，有些是回答問題加分，或是會發紙回答問題，只要出席率不低，期中期末考差應該也還能過。
請生成邏輯與思維課程的正面心得並限制在82字內,邏輯與思維,正面,82,老師上課時會提出許多邏輯題目，也會給大家思考時間，會點自願的人回答問題，並詢問解題過程，最後會再講解一次，整體來說挺輕鬆的，對邏輯思考有興趣的話上這堂課會挺有趣的。
請生成憲法課程的正面心得並限制在283字內,憲法,正面,283,還算蠻充實的課，個人認為老師教課方式不適合單純只想考國考者，但對法律學術略有興趣不妨考慮，因為老師的上課方式是給你不少資料，而且讓你知道某處有某問題，但不會直接告訴你答案。 具體來說，老師會用教科書上課（而非整理好的講義），勾選註解的一些代表性文獻建議日後閱讀，或是在教科書段落旁邊叫我們寫下一些問題，偶爾也會指定閱讀一些文章。老師有教過補習班，因此有關考試方面還是會有所幫助，比如考卷檢討時會建議審題架構、撰寫方式。 開學第二堂課就直接帶全班讀憲判字，讓大家及早習慣。 最有趣的是，大二以上修課人數比大一還多，可見老師應該給分滿甜的，大概是不少被大刀當掉的來重修。
請生成作業管理課程的負面心得並限制在110字內,作業管理,負面,110,這堂課每堂課都會點名，有時候會一天點好幾次，每個禮拜都要花很多時間寫作業，而且作業蠻難的，期中期末雖然是開書考，但平均都只有50左右，然後老師用奇怪的線性調分法，看起來是固定會當1/4的人。非必修別選他、是必修也別選他。
請生成東南亞多元與發展課程的正面心得並限制在99字內,東南亞多元與發展,正面,99,老師每堂課都會分享關於東南亞各種方面的知識，也會發許多相關資料，期中的時候有請他老公來教書目軟體的使用，好好學習未來能派得上用場，期末最後一堂課的時候老師才說全勤算是加分，所以偶爾缺席影響不會很大。
請生成大學英文課程的正面心得並限制在83字內,大學英文,正面,83,這堂課老師顧及學生的英文程度，教的內容都很基礎，口說報告時老師也會鼓勵我們講英文，所以無論是聽力閱讀或是口說差的人，只要認真分數都能很高。平常上課會隨機點人回答問題。
請生成文學詮釋與生命哲學課程的正面心得並限制在261字內,文學詮釋與生命哲學,正面,261,很涼的課！上課不用做筆記，也不用準備期中、期末考，只要交一篇個人期末報告就好。 老師上課的選文以近代的中文創作為主，像這學期她有選曹麗娟的童女之舞、梁實秋的白貓王子等。我很喜歡老師上課所選的文章，感覺這堂課應該滿適合平時就喜歡讀文學作品的人。 而且老師給人的感覺真的很溫柔！她上課很常和我們分享一些小故事，例如：初戀、兒子買巧克力送喜歡的同學、去和小學同學聚餐後的感想。不得不說，惠玲老師真的很會講故事，在聽的時候可以很生動地聯想到她所講述的畫面，並不知不覺地被她的情緒感染。這真的是一堂非常非常放鬆的課程，建議大家去選～
請生成兩岸關係與國際政治課程的正面心得並限制在140字內,兩岸關係與國際政治,正面,140,"基本上上課都要出席，雖然只占學期成績30%,但無故缺席三次就會被當。上課完全不能用電子產品，就算是平板或筆電，也會被老師點名問你在幹嘛。對政治有興趣的人會學的上課很有趣，老師教的方式有很風趣,所以認真上兩個小時不碰手機也不會覺得無聊，缺點是老師每次都回晚下課，中間也沒有下課時間。"
請生成都市地理與地方創生課程的正面心得並限制在89字內,都市地理與地方創生,正面,89,這堂通識總共有三學分，大部分的課堂都是前兩節上課，最後一節是小組討論時間，老師在學期中會安排一些課堂講座，最後都會有實作活動，還有校外參訪，課程有趣不枯燥，但期中報告會比較辛苦。
請生成傳記文學選讀及寫作課程的正面心得並限制在99字內,傳記文學選讀及寫作,正面,99,看同學間討論這門課蠻有趣的，前半學期基本上沒事，後半學期除了作業有點多（因為可以補交都堆到期末才寫），是沒有壓力的一堂課，給分也不差，參加辯論賽、寫額外的作業可以加0-10分以上，但總分落差也頗大。
請生成電子學(2)課程的正面心得並限制在91字內,電子學(2),正面,91,電路學變好了許多，對mos的設計有了進一步的認識，期中考大家考太爛全班加了15分，但其實期中期末都不難，助教人很好，教授很chill，不太會當人，但也要唸書別太混，有小考再到也可以。
請生成法律與生活課程的正面心得並限制在93字內,法律與生活,正面,93,原本以為法律課會很無聊，結果真的很無聊，但上課可以做自己的事情，所以覺得還好。期中和期未報告也沒有想像中的難，老師人也很好。不喜歡被Q到的就不要坐最後面一排，老師很喜歡問最後面同學問題。
請生成計算機概論課程的正面心得並限制在96字內,計算機概論,正面,96,上課舉手加分加爆，沒有什麼好說的，這個老師就我所知上課都會把要考的東西都講完，上課內容也不會到太多，所以說課程非常簡單，但電子系還是會有很多人太混被當，老師救也救不起來。總結來說是微紮實的甜課
請生成政治學與現代公民課程的正面心得並限制在131字內,政治學與現代公民,正面,131,啟發了我很多自身對於政治的想法，因為在上大學之前我對政治非常冷感，家裡也都是各深顏色，沒有人可以一起慢慢討論當代政治，但修了這堂課我才發現，老師很樂見於發表自己的看法與真實感受，而且我也從他身上學到每個人都可以有不同立場，不過在表達自身立場時也要尊重別人的立場。
請生成邏輯設計課程的正面心得並限制在80字內,邏輯設計,正面,80,學會運用其它學校的開放式課程學習，老師教的很快，沒有慧根就等著重修，應該是大一最容易被當的科目，記得把握好小考及期中考，上課認真聽，老師會調分，但最好不要期待。
請生成生醫材料概論課程的正面心得並限制在82字內,生醫材料概論,正面,82,老師上課非常輕鬆又有趣，可以學到很多相關知識，即使是不同學院的去修都不會感到負擔，大家上課風氣也不錯都很認真，啊不認真的另當別論，基本是不會當人的，想修的非常建議！
請生成溝通技巧與領導統御課程的負面心得並限制在90字內,溝通技巧與領導統御,負面,90,幾乎沒有學到任何東西，就是拿來補眠的課程，如果想要學到東西千萬不要修，如果每天很累想睡覺可以修，如果想翹課出去玩不要修，記得可以早一點到教室搶後面的位置，才不會被他上課的聲音吵到。
請生成近代東亞的歷史變遷與發展課程的正面心得並限制在80字內,近代東亞的歷史變遷與發展,正面,80,學習到歷史研究的脈絡，對於各個國家的制度文化為何如此發展有更詳細的理解，做報告以及口頭報告的能力會提升很多，一學期的報告量非常多，不喜歡報告的不要選，分數不甜。
請生成影像中的社會與文化課程的正面心得並限制在81字內,影像中的社會與文化,正面,81,原本看電影時沒有想這麼多，老師會介紹電影的各種架構，主要介紹後設電影，電影與觀眾的互動等等，是一堂非常具有藝術與哲理的課程，累的時候還可以睡覺，是還不錯的一堂課。
請生成生理學實驗課程的正面心得並限制在80字內,生理學實驗,正面,80,每周都有不一樣的實驗可以做，如果是喜歡動手操作以及動腦思考實驗操作的同學會非常喜歡，只是要寫結報是非常痛苦的事，尤其當你的實驗結果不如預期，就要花很多時間解釋。
請生成解剖學實驗課程的正面心得並限制在89字內,解剖學實驗,正面,89,上課那天的早晨絕對要買一杯美式咖啡來補充體力，實驗課的時間非常寶貴，一定要把握時間把大體老師搞熟，不然通常下課後你也不知道要怎麼複習，只能看跟實際情況很不一樣的解剖學圖譜來讀書。
請生成普通生物學(1)課程的正面心得並限制在89字內,普通生物學(1),正面,89,之前沒看到小考成績會佔很多，所以完全亂考，注意小考是要念的，可以幫總成績拉不少分數，老師上課很小聲，所以不要太吵一直講話，會吵到別人，老師上課認真細心，只要認真聽，會有許多收穫。
請生成普通化學課程的正面心得並限制在83字內,普通化學,正面,83,老師上課很認真，每個單元都會細心講解與帶題目，算是非常紮實的一門課，如果想要轉學考，有需要普通話學的課程，可以來修，還有老師能夠幫你解答問題，只是時不時會點名有點煩。
請生成倫理與美學：電影與戲劇中的莎士比亞課程的正面心得並限制在85字內,倫理與美學：電影與戲劇中的莎士比亞,正面,85,最有印象的是期末要拍影片，當時因為組員不利，所以要自己編劇、導影片、剪影片，雖然剪出來的影片沒有到完美，但還是學習到很棒的影片製作經驗以及選擇組員的經驗，所以組員請慎選。
請生成運算思維課程的正面心得並限制在121字內,運算思維,正面,121,對於電腦白痴來說，真的很難，學都學不會，下課老師會偶爾給練習題要同學回傳，但是到期末考還是幾乎不會，我覺得應該要每堂課都錄影這樣方便課後回放複習，不過感覺的出來老師不想當人，只要沒有缺勤、作業按時繳交，即便上機考試考的不及格老師也會盡力調分。
請生成文學中的現代軌跡課程的正面心得並限制在138字內,文學中的現代軌跡,負面,138,個人報告跟期中期末考成績很難高於90，基本上就是介於70-80，而且小組報告跟一群不熟悉的人很難真正的表達意見，每堂課一組別報告完會有Kahoot當作出席標準，還有老師會希望同學可以預習，但真的每次要閱讀的文字量太大了。
請生成現代公民的社會學想像課程的正面心得並限制在194字內,現代公民的社會學想像,正面,194,這門課不愧是大家流傳最硬的課，而且給分非常不甜，除非你是每節課都坐最前面並且踴躍發言，不然基本上分數都不高，其中小組報告佔分很重，助教也會以當天討論人數來記錄出缺勤，建議至少每週的第二三節課都要到，組員非常重要，還好我們當時遇到很罩很給力的組員，而且助教跟老師人很好，會參與討論，主題式報告的話真的是要卯起來寫，當時我跟同組別的同學期末成績差距就是用主題式報告拉開的，建議選好發揮的主題。
請生成企業概論課程的正面心得並限制在112字內,企業概論,正面,112,這門課對於大一剛入學的新生來說是很好認識系所老師以及其專業領域的機會，因為上課內容每位老師會依照自己的專長來做介紹，因此同學可以透過課程對該領域有初步的了解，但要切記每週的課程要記得是哪位老師以及上了什麼內容，需要上傳心得。
請生成經濟學(1)課程的正面心得並限制在109字內,經濟學(1),正面,109,課程是使用原文書，因此如果可以購買中文的經濟學課本會比較易於理解，課堂小考與期中期末考幾乎都是中文出題，所以平時除了看課本外可以做一些題庫，由於經濟學本身對社會組較友善，因此班上同學都考的不錯，學期成績自然也不會太低。
請生成微積分(1)課程的正面心得並限制在94字內,微積分(1),正面,94,是承接高中微積分，所以一開始銜接並不會太難，課本沒有強制要購買，當時是用學長姐留下來的二手書，不過版本較舊裡面的練習題也不一樣，建議可以跟同學一起合買一本就好，而且還有個缺點就是沒有解答。
請生成解剖學實驗課程的正面心得並限制在87字內,解剖學實驗,正面,87,有些人會害怕跟大體老師一起上課，其實也是挺震撼的，但沒什麼好怕!老師們是很敬業的人，但護理系只能看醫學系剖過的內容，所以偶爾會遇到不完整的構造，就還要再去別台看看其他大體老師
請生成人類發展學實驗課程的正面心得並限制在87字內,人類發展學實驗,正面,87,非常好玩的一堂課!還可以實際接觸到小朋友，把上課的所學使用出來，幫小孩測試、算分、寫評語同時也練習和家長的溝通方式，這些都對未來很有幫助。記得跟組員分估合作會進行得比較順利!
請生成基礎英文(A)課程的正面心得並限制在93字內,基礎英文(A),正面,93,透過老師上課時大量的使用英文而練習聽力，配合講義也能達到適合大學一年級的英文程度訓練，老師的口音沒有很道地但也還算標準，上課不能睡覺或做其他事情~整體而言負擔不會太重，就好好配合老師即可
請生成感測器原理與應用課程的正面心得並限制在81字內,感測器原理與應用,正面,81,因為人數比較多，所以沒有實作，但是老師會有實體的東西給我們看，有教基本的電子學了，不難，對於電子系來說都是上過的內容，期中期末的考題老師在上課會講，也會給考古題。
請生成嵌入式系統實驗課程的正面心得並限制在98字內,嵌入式系統實驗,正面,98,以樹莓派做為課程的核心基礎，搭配硬體設備與模組，做相關硬體驅動與軟體控制實驗，讓學生了解Raspberry Pi硬軟體控制原理、方法與嵌入式系統之開發與應用，重點方向為智慧物聯網、通訊領域之發展。
請生成日文 一課程的正面心得並限制在148字內,日文 一,正面,148,課程內容包含50音、片假名、平假名、單字、基礎文法。期中考前以老師自編教材為主，內容為50音的平假、片假名寫法。期中考後教材使用《大家的日本語初級I（改訂版）》，內容包含單字、文法、聽力練習。 此課程每週上課前有小考，但分數不會太難拿且有問題老師皆會回答，對日文有興趣但沒有基礎知識可選修此課程。
請生成工程數學 二課程的正面心得並限制在90字內,工程數學 二,正面,90,工程數學基本概念，包含傅立葉轉換及拉氏轉換，教的大部分是基本概念，但考試會考一些比較沒看過的題目，但是通常有看完影片，讀熟講義，應該是沒什麼問題，如果講義沒讀熟，那基本分就拿不到。
請生成電子學 一課程的正面心得並限制在84字內,電子學 一,正面,84,電子學是電機工程學系必修科目，也是其他實驗及專業科目的基礎，江老師的課會從頭開始慢慢教，跟上進度可以學到很多，只是上課不可以亂睡覺，他會叫你起床念課文會叫你直接回家睡。
請生成三國的大數據時代課程的負面心得並限制在84字內,三國的大數據時代,負面,84,沒學到什麼有用的技能，頂多對三國有更深的印象，真正有用的可能就是報告和小組隊員溝通、做報告，基本上上課就是看影片，拿分數蠻好拿的，課上要做其他事也可以，只要不要太誇張。
請生成資訊安全導論課程的正面心得並限制在90字內,資訊安全導論,正面,90,老師上課不太會管同學在做什麼，只要不要講話太大聲就好，課後作業也不太多，期中是老師讓我們回去解資安的題目，基本上網路上都能找到答案，期末也是open book，可以輕鬆拿到90分。
請生成在地關懷與英語敘事力培養課程的正面心得並限制在179字內,在地關懷與英語敘事力培養,正面,179,老師讓我更勇於在大家開口說英語，在英語寫作上也精進很多，課堂可以隨時發問講話，氣氛很好沒有壓力，而且出去玩的地方，像是壯圍沙丘、宜蘭美術館、宜蘭人文故事館、圓山機堡等等，都是平常不會去的地方，真的很有趣。老師也很替我們著想，筆者剛好在準備托福考試，老師就有分享準備方法，課堂中有外籍學生，老師也給筆者當翻譯(學伴)的機會。 總之老師給分很甜、人很好，快選!!
請生成電磁學課程的負面心得並限制在138字內,電磁學,負面,138,在這堂課當中，如果自己沒有一定的數學基礎，例如微積分、線性代數、工程數學等，老師不會另外提醒你，他認為這不是他該教的。還有上課內容單純只上課本內容。總共考四次，前兩次是最簡單的，高中就有教過的向量，盡量拿分吧，後兩次考空間中體積，我是直接放棄，但我因為前兩次分數高所以有及格。
請生成電路學實驗課程的正面心得並限制在115字內,電路學實驗,正面,115,因為剛好在修電路學，藉由這堂實驗課，我們可以驗證一些電路學中的簡單定理或定律，像是歐姆定律、功率分析、磁耦合等等。每2人一組，老師上課會發學習單，做出他要的內容後給他檢查完就可以提早下課了，這堂課雖然是必修但老師也不為難人 很佛。
請生成自動控制實驗課程的正面心得並限制在128字內,自動控制實驗,正面,128,老師上課都是在教MATLAB，教一節後給各位練習個20分鐘左右，有認真聽的會覺得不難，期中考跟期末考都可以開書考，程式碼寫在紙上所以基本上都是幾行而已很簡單，複習的時候做個標記(如書籤)，考試時就很好找答案了，書可以找學長借或是去圖書館借一下就不用買了！！
請生成物聯網互動設計課程的正面心得並限制在113字內,物聯網互動設計,正面,113,透過這門課學到了python和樹梅派，雖然以前有學過arduino，但在人工智慧物聯網中學會把全部做結合。也學到了很多以前沒接觸過的東西，像是溫溼度感測、電子紙、聲源定位等等。最重要的是這堂課不用考試，基本上就是有出席就能過。
請生成晶片原理與應用課程的正面心得並限制在125字內,晶片原理與應用,正面,125,基本上第二節上課才點名，所以蠻多人都第二節才來的，教授教的基本上都蠻深入的，但類似的內容也都會講好幾周聽著聽著就會理解一點了，真正要考的內容會在考前一周說，所以考前一周一定要認真聽要考啥，再來筆記有算分，想拚高分的字跡要寫好看點，筆的顏色要多種一點。
請生成民主法治與生活課程的正面心得並限制在125字內,民主法治與生活,正面,125,一學期會看四部電影，對我來說我覺得我聽到了很多有趣的故事，也更了解了一些台灣以前的背景，在老師的故事中也能觀摩到各方面的政治人物。這堂課讓我看到民主法治生活都是前人流血拼命換來的，得來不易須好好珍惜，但鐘老師的課真的超佛，完全沒報告的通識課，超讚的。
請生成理論與實務課程的正面心得並限制在91字內,理論與實務,正面,91,在這門課中真的學到很多實用的知識跟想法，跟基礎科目不同，這門課上到的東西是業界實際會用上的 其中有教到物聯網，大數據、人工智慧、PLC程式撰寫等，這些都是我們學電機或資工都會碰到的。
請生成智慧機器人實務課程的正面心得並限制在150字內,智慧機器人實務,正面,150,透過這門課學到了python和樹梅派，雖然以前有學過arduino，但在人工智慧物聯網中學會把全部做結合。也學到了很多以前沒接觸過的電子模組與程式撰寫的技巧，像是人臉辨識、OpenCV影像處理的技術等等。 程式碼也可能會被夜間部的人直接拿去用或是修改，但有些人的電腦裡也還有學長姊的程式碼可以直接用。
請生成資訊與社會課程的正面心得並限制在123字內,資訊與社會,正面,123,老師上課是教我們如何使用宜蘭大學的網路資源，除了使用vpn讓我們住在校外的學生，也能使用電腦登入學校的網站。上課也會教我們如何使用學校的網路資源。以及交一些用電腦報告的小技巧。之後的通識都會用到報告，這些技巧都非常的實用，但就是報告有點多就是了。
請生成電路學實驗課程的正面心得並限制在112字內,電路學實驗,正面,112,因為剛好在修電路學，藉由這堂實驗課，我們可以驗證一些電路學中的簡單定理或定律，像是歐姆定律、功率分析、磁耦合等等。每2人一組，老師上課會發學習單，做出他要的內容後給他檢查完就可以提早下課了，不會的話可以看一下隔壁同學怎麼做。
請生成電子學 一課程的正面心得並限制在131字內,電子學 一,正面,131,這是我人生中第一次學電子學課程，透過了學習這堂課，讓我更了解電子學在幹嘛，也認識了更多的朋友，也了解到和同學們互相問問題的重要性，因為透過問同學可以學到他們所知道的知識，可以學到更多的東西也認識了一群好朋友。隨堂測驗可以抄別人的，小考期中期末都可課本改數字而已。
